#indeks,segment,pozycja,pokrycie
697,hRSV/A/England/397/2017,697,732
698,hRSV/A/England/397/2017,698,729
699,hRSV/A/England/397/2017,699,724
700,hRSV/A/England/397/2017,700,721
701,hRSV/A/England/397/2017,701,721
702,hRSV/A/England/397/2017,702,718
703,hRSV/A/England/397/2017,703,716
704,hRSV/A/England/397/2017,704,715
705,hRSV/A/England/397/2017,705,708
706,hRSV/A/England/397/2017,706,663
707,hRSV/A/England/397/2017,707,662
708,hRSV/A/England/397/2017,708,643
709,hRSV/A/England/397/2017,709,641
710,hRSV/A/England/397/2017,710,637
711,hRSV/A/England/397/2017,711,636
712,hRSV/A/England/397/2017,712,638
713,hRSV/A/England/397/2017,713,634
714,hRSV/A/England/397/2017,714,627
715,hRSV/A/England/397/2017,715,1112
716,hRSV/A/England/397/2017,716,1107
717,hRSV/A/England/397/2017,717,1111
718,hRSV/A/England/397/2017,718,1119
719,hRSV/A/England/397/2017,719,1119
720,hRSV/A/England/397/2017,720,1102
721,hRSV/A/England/397/2017,721,1121
722,hRSV/A/England/397/2017,722,1082
723,hRSV/A/England/397/2017,723,1097
724,hRSV/A/England/397/2017,724,1107
725,hRSV/A/England/397/2017,725,1107
726,hRSV/A/England/397/2017,726,1112
727,hRSV/A/England/397/2017,727,1107
728,hRSV/A/England/397/2017,728,1111
729,hRSV/A/England/397/2017,729,1138
730,hRSV/A/England/397/2017,730,1132
731,hRSV/A/England/397/2017,731,1162
732,hRSV/A/England/397/2017,732,1168
733,hRSV/A/England/397/2017,733,1197
734,hRSV/A/England/397/2017,734,1199
735,hRSV/A/England/397/2017,735,1206
736,hRSV/A/England/397/2017,736,1214
737,hRSV/A/England/397/2017,737,1230
738,hRSV/A/England/397/2017,738,1226
739,hRSV/A/England/397/2017,739,1218
740,hRSV/A/England/397/2017,740,1201
741,hRSV/A/England/397/2017,741,1205
742,hRSV/A/England/397/2017,742,1174
743,hRSV/A/England/397/2017,743,1185
744,hRSV/A/England/397/2017,744,1156
745,hRSV/A/England/397/2017,745,1160
746,hRSV/A/England/397/2017,746,1145
747,hRSV/A/England/397/2017,747,1145
748,hRSV/A/England/397/2017,748,1143
749,hRSV/A/England/397/2017,749,1140
750,hRSV/A/England/397/2017,750,1139
751,hRSV/A/England/397/2017,751,1132
752,hRSV/A/England/397/2017,752,1130
753,hRSV/A/England/397/2017,753,1101
754,hRSV/A/England/397/2017,754,1097
755,hRSV/A/England/397/2017,755,1107
756,hRSV/A/England/397/2017,756,1103
757,hRSV/A/England/397/2017,757,1099
758,hRSV/A/England/397/2017,758,1099
759,hRSV/A/England/397/2017,759,1097
760,hRSV/A/England/397/2017,760,1098
761,hRSV/A/England/397/2017,761,1073
762,hRSV/A/England/397/2017,762,1077
763,hRSV/A/England/397/2017,763,1073
764,hRSV/A/England/397/2017,764,1066
765,hRSV/A/England/397/2017,765,807
766,hRSV/A/England/397/2017,766,813
767,hRSV/A/England/397/2017,767,830
768,hRSV/A/England/397/2017,768,832
769,hRSV/A/England/397/2017,769,833
770,hRSV/A/England/397/2017,770,833
771,hRSV/A/England/397/2017,771,849
772,hRSV/A/England/397/2017,772,852
773,hRSV/A/England/397/2017,773,855
774,hRSV/A/England/397/2017,774,862
775,hRSV/A/England/397/2017,775,862
776,hRSV/A/England/397/2017,776,862
777,hRSV/A/England/397/2017,777,862
778,hRSV/A/England/397/2017,778,865
779,hRSV/A/England/397/2017,779,877
780,hRSV/A/England/397/2017,780,877
781,hRSV/A/England/397/2017,781,877
782,hRSV/A/England/397/2017,782,877
783,hRSV/A/England/397/2017,783,879
784,hRSV/A/England/397/2017,784,883
785,hRSV/A/England/397/2017,785,884
786,hRSV/A/England/397/2017,786,885
787,hRSV/A/England/397/2017,787,886
788,hRSV/A/England/397/2017,788,884
789,hRSV/A/England/397/2017,789,889
790,hRSV/A/England/397/2017,790,899
791,hRSV/A/England/397/2017,791,897
792,hRSV/A/England/397/2017,792,899
793,hRSV/A/England/397/2017,793,899
794,hRSV/A/England/397/2017,794,899
795,hRSV/A/England/397/2017,795,900
796,hRSV/A/England/397/2017,796,903
797,hRSV/A/England/397/2017,797,906
798,hRSV/A/England/397/2017,798,903
799,hRSV/A/England/397/2017,799,903
800,hRSV/A/England/397/2017,800,940
801,hRSV/A/England/397/2017,801,945
802,hRSV/A/England/397/2017,802,948
803,hRSV/A/England/397/2017,803,960
804,hRSV/A/England/397/2017,804,957
805,hRSV/A/England/397/2017,805,969
806,hRSV/A/England/397/2017,806,972
807,hRSV/A/England/397/2017,807,970
808,hRSV/A/England/397/2017,808,971
809,hRSV/A/England/397/2017,809,995
810,hRSV/A/England/397/2017,810,1014
811,hRSV/A/England/397/2017,811,1014
812,hRSV/A/England/397/2017,812,1007
813,hRSV/A/England/397/2017,813,1018
814,hRSV/A/England/397/2017,814,1014
815,hRSV/A/England/397/2017,815,1018
816,hRSV/A/England/397/2017,816,1031
817,hRSV/A/England/397/2017,817,1027
818,hRSV/A/England/397/2017,818,1028
819,hRSV/A/England/397/2017,819,1028
820,hRSV/A/England/397/2017,820,1026
821,hRSV/A/England/397/2017,821,1026
822,hRSV/A/England/397/2017,822,1007
823,hRSV/A/England/397/2017,823,1004
824,hRSV/A/England/397/2017,824,986
825,hRSV/A/England/397/2017,825,986
826,hRSV/A/England/397/2017,826,976
827,hRSV/A/England/397/2017,827,981
828,hRSV/A/England/397/2017,828,979
829,hRSV/A/England/397/2017,829,981
830,hRSV/A/England/397/2017,830,982
831,hRSV/A/England/397/2017,831,939
832,hRSV/A/England/397/2017,832,928
833,hRSV/A/England/397/2017,833,926
834,hRSV/A/England/397/2017,834,927
835,hRSV/A/England/397/2017,835,938
836,hRSV/A/England/397/2017,836,938
837,hRSV/A/England/397/2017,837,937
838,hRSV/A/England/397/2017,838,925
839,hRSV/A/England/397/2017,839,924
840,hRSV/A/England/397/2017,840,920
841,hRSV/A/England/397/2017,841,915
842,hRSV/A/England/397/2017,842,919
843,hRSV/A/England/397/2017,843,873
844,hRSV/A/England/397/2017,844,852
845,hRSV/A/England/397/2017,845,874
846,hRSV/A/England/397/2017,846,865
847,hRSV/A/England/397/2017,847,844
848,hRSV/A/England/397/2017,848,843
849,hRSV/A/England/397/2017,849,836
850,hRSV/A/England/397/2017,850,836
851,hRSV/A/England/397/2017,851,813
852,hRSV/A/England/397/2017,852,825
853,hRSV/A/England/397/2017,853,808
854,hRSV/A/England/397/2017,854,786
855,hRSV/A/England/397/2017,855,773
856,hRSV/A/England/397/2017,856,759
857,hRSV/A/England/397/2017,857,773
858,hRSV/A/England/397/2017,858,772
859,hRSV/A/England/397/2017,859,743
860,hRSV/A/England/397/2017,860,737
861,hRSV/A/England/397/2017,861,627
862,hRSV/A/England/397/2017,862,624
863,hRSV/A/England/397/2017,863,624
864,hRSV/A/England/397/2017,864,624
865,hRSV/A/England/397/2017,865,623
866,hRSV/A/England/397/2017,866,612
867,hRSV/A/England/397/2017,867,599
868,hRSV/A/England/397/2017,868,585
869,hRSV/A/England/397/2017,869,585
870,hRSV/A/England/397/2017,870,599
871,hRSV/A/England/397/2017,871,596
872,hRSV/A/England/397/2017,872,597
873,hRSV/A/England/397/2017,873,594
874,hRSV/A/England/397/2017,874,593
875,hRSV/A/England/397/2017,875,605
876,hRSV/A/England/397/2017,876,606
877,hRSV/A/England/397/2017,877,593
878,hRSV/A/England/397/2017,878,572
879,hRSV/A/England/397/2017,879,570
880,hRSV/A/England/397/2017,880,564
881,hRSV/A/England/397/2017,881,552
882,hRSV/A/England/397/2017,882,562
883,hRSV/A/England/397/2017,883,558
884,hRSV/A/England/397/2017,884,553
885,hRSV/A/England/397/2017,885,536
886,hRSV/A/England/397/2017,886,537
887,hRSV/A/England/397/2017,887,538
888,hRSV/A/England/397/2017,888,540
889,hRSV/A/England/397/2017,889,540
890,hRSV/A/England/397/2017,890,547
891,hRSV/A/England/397/2017,891,556
892,hRSV/A/England/397/2017,892,553
893,hRSV/A/England/397/2017,893,556
894,hRSV/A/England/397/2017,894,563
895,hRSV/A/England/397/2017,895,576
896,hRSV/A/England/397/2017,896,578
897,hRSV/A/England/397/2017,897,598
898,hRSV/A/England/397/2017,898,598
899,hRSV/A/England/397/2017,899,610
900,hRSV/A/England/397/2017,900,614
901,hRSV/A/England/397/2017,901,620
902,hRSV/A/England/397/2017,902,623
903,hRSV/A/England/397/2017,903,622
904,hRSV/A/England/397/2017,904,626
905,hRSV/A/England/397/2017,905,629
906,hRSV/A/England/397/2017,906,633
907,hRSV/A/England/397/2017,907,634
908,hRSV/A/England/397/2017,908,633
909,hRSV/A/England/397/2017,909,617
910,hRSV/A/England/397/2017,910,624
911,hRSV/A/England/397/2017,911,624
912,hRSV/A/England/397/2017,912,638
913,hRSV/A/England/397/2017,913,668
914,hRSV/A/England/397/2017,914,668
915,hRSV/A/England/397/2017,915,672
916,hRSV/A/England/397/2017,916,671
917,hRSV/A/England/397/2017,917,674
918,hRSV/A/England/397/2017,918,688
919,hRSV/A/England/397/2017,919,682
920,hRSV/A/England/397/2017,920,681
921,hRSV/A/England/397/2017,921,677
922,hRSV/A/England/397/2017,922,670
923,hRSV/A/England/397/2017,923,678
924,hRSV/A/England/397/2017,924,687
925,hRSV/A/England/397/2017,925,689
926,hRSV/A/England/397/2017,926,686
927,hRSV/A/England/397/2017,927,677
928,hRSV/A/England/397/2017,928,693
929,hRSV/A/England/397/2017,929,721
930,hRSV/A/England/397/2017,930,729
931,hRSV/A/England/397/2017,931,725
932,hRSV/A/England/397/2017,932,726
933,hRSV/A/England/397/2017,933,727
934,hRSV/A/England/397/2017,934,731
935,hRSV/A/England/397/2017,935,733
936,hRSV/A/England/397/2017,936,729
937,hRSV/A/England/397/2017,937,730
938,hRSV/A/England/397/2017,938,724
939,hRSV/A/England/397/2017,939,802
940,hRSV/A/England/397/2017,940,823
941,hRSV/A/England/397/2017,941,844
942,hRSV/A/England/397/2017,942,864
943,hRSV/A/England/397/2017,943,871
944,hRSV/A/England/397/2017,944,914
945,hRSV/A/England/397/2017,945,931
946,hRSV/A/England/397/2017,946,924
947,hRSV/A/England/397/2017,947,991
948,hRSV/A/England/397/2017,948,940
949,hRSV/A/England/397/2017,949,971
950,hRSV/A/England/397/2017,950,964
951,hRSV/A/England/397/2017,951,950
952,hRSV/A/England/397/2017,952,956
953,hRSV/A/England/397/2017,953,938
954,hRSV/A/England/397/2017,954,959
955,hRSV/A/England/397/2017,955,971
956,hRSV/A/England/397/2017,956,937
957,hRSV/A/England/397/2017,957,936
958,hRSV/A/England/397/2017,958,909
959,hRSV/A/England/397/2017,959,911
960,hRSV/A/England/397/2017,960,928
961,hRSV/A/England/397/2017,961,921
962,hRSV/A/England/397/2017,962,921
963,hRSV/A/England/397/2017,963,911
964,hRSV/A/England/397/2017,964,916
965,hRSV/A/England/397/2017,965,911
966,hRSV/A/England/397/2017,966,924
967,hRSV/A/England/397/2017,967,925
968,hRSV/A/England/397/2017,968,925
969,hRSV/A/England/397/2017,969,924
970,hRSV/A/England/397/2017,970,923
971,hRSV/A/England/397/2017,971,919
972,hRSV/A/England/397/2017,972,919
973,hRSV/A/England/397/2017,973,917
974,hRSV/A/England/397/2017,974,919
975,hRSV/A/England/397/2017,975,918
976,hRSV/A/England/397/2017,976,918
977,hRSV/A/England/397/2017,977,916
978,hRSV/A/England/397/2017,978,915
979,hRSV/A/England/397/2017,979,910
980,hRSV/A/England/397/2017,980,914
981,hRSV/A/England/397/2017,981,914
982,hRSV/A/England/397/2017,982,910
983,hRSV/A/England/397/2017,983,907
984,hRSV/A/England/397/2017,984,907
985,hRSV/A/England/397/2017,985,909
986,hRSV/A/England/397/2017,986,912
987,hRSV/A/England/397/2017,987,912
988,hRSV/A/England/397/2017,988,910
989,hRSV/A/England/397/2017,989,909
990,hRSV/A/England/397/2017,990,906
991,hRSV/A/England/397/2017,991,908
992,hRSV/A/England/397/2017,992,907
993,hRSV/A/England/397/2017,993,899
994,hRSV/A/England/397/2017,994,894
995,hRSV/A/England/397/2017,995,876
996,hRSV/A/England/397/2017,996,880
997,hRSV/A/England/397/2017,997,880
998,hRSV/A/England/397/2017,998,882
999,hRSV/A/England/397/2017,999,872
1000,hRSV/A/England/397/2017,1000,872
1001,hRSV/A/England/397/2017,1001,871
1002,hRSV/A/England/397/2017,1002,872
1003,hRSV/A/England/397/2017,1003,872
1004,hRSV/A/England/397/2017,1004,873
1005,hRSV/A/England/397/2017,1005,857
1006,hRSV/A/England/397/2017,1006,856
1007,hRSV/A/England/397/2017,1007,853
1008,hRSV/A/England/397/2017,1008,853
1009,hRSV/A/England/397/2017,1009,849
1010,hRSV/A/England/397/2017,1010,848
1011,hRSV/A/England/397/2017,1011,847
1012,hRSV/A/England/397/2017,1012,845
1013,hRSV/A/England/397/2017,1013,845
1014,hRSV/A/England/397/2017,1014,845
1015,hRSV/A/England/397/2017,1015,845
1016,hRSV/A/England/397/2017,1016,845
1017,hRSV/A/England/397/2017,1017,845
1018,hRSV/A/England/397/2017,1018,826
1019,hRSV/A/England/397/2017,1019,820
1020,hRSV/A/England/397/2017,1020,819
1021,hRSV/A/England/397/2017,1021,819
1022,hRSV/A/England/397/2017,1022,818
1023,hRSV/A/England/397/2017,1023,801
1024,hRSV/A/England/397/2017,1024,796
1025,hRSV/A/England/397/2017,1025,794
1026,hRSV/A/England/397/2017,1026,794
1027,hRSV/A/England/397/2017,1027,793
1028,hRSV/A/England/397/2017,1028,781
1029,hRSV/A/England/397/2017,1029,781
1030,hRSV/A/England/397/2017,1030,766
1031,hRSV/A/England/397/2017,1031,766
1032,hRSV/A/England/397/2017,1032,1110
1033,hRSV/A/England/397/2017,1033,1108
1034,hRSV/A/England/397/2017,1034,1175
1035,hRSV/A/England/397/2017,1035,1195
1036,hRSV/A/England/397/2017,1036,1186
1037,hRSV/A/England/397/2017,1037,1174
1038,hRSV/A/England/397/2017,1038,1092
1039,hRSV/A/England/397/2017,1039,1093
1040,hRSV/A/England/397/2017,1040,1093
1041,hRSV/A/England/397/2017,1041,1089
1042,hRSV/A/England/397/2017,1042,1081
1043,hRSV/A/England/397/2017,1043,1034
1044,hRSV/A/England/397/2017,1044,956
1045,hRSV/A/England/397/2017,1045,962
1046,hRSV/A/England/397/2017,1046,961
1047,hRSV/A/England/397/2017,1047,952
1048,hRSV/A/England/397/2017,1048,943
1049,hRSV/A/England/397/2017,1049,943
1050,hRSV/A/England/397/2017,1050,926
1051,hRSV/A/England/397/2017,1051,971
1052,hRSV/A/England/397/2017,1052,989
1053,hRSV/A/England/397/2017,1053,996
1054,hRSV/A/England/397/2017,1054,1011
1055,hRSV/A/England/397/2017,1055,1010
1056,hRSV/A/England/397/2017,1056,1014
1057,hRSV/A/England/397/2017,1057,1012
1058,hRSV/A/England/397/2017,1058,988
1059,hRSV/A/England/397/2017,1059,989
1060,hRSV/A/England/397/2017,1060,881
1061,hRSV/A/England/397/2017,1061,875
1062,hRSV/A/England/397/2017,1062,874
1063,hRSV/A/England/397/2017,1063,862
1064,hRSV/A/England/397/2017,1064,862
1065,hRSV/A/England/397/2017,1065,863
1066,hRSV/A/England/397/2017,1066,860
1067,hRSV/A/England/397/2017,1067,878
1068,hRSV/A/England/397/2017,1068,873
1069,hRSV/A/England/397/2017,1069,875
1070,hRSV/A/England/397/2017,1070,876
1071,hRSV/A/England/397/2017,1071,864
1072,hRSV/A/England/397/2017,1072,864
1073,hRSV/A/England/397/2017,1073,631
1074,hRSV/A/England/397/2017,1074,634
1075,hRSV/A/England/397/2017,1075,634
1076,hRSV/A/England/397/2017,1076,641
1077,hRSV/A/England/397/2017,1077,644
1078,hRSV/A/England/397/2017,1078,676
1079,hRSV/A/England/397/2017,1079,689
1080,hRSV/A/England/397/2017,1080,715
1081,hRSV/A/England/397/2017,1081,721
1082,hRSV/A/England/397/2017,1082,721
1083,hRSV/A/England/397/2017,1083,721
1084,hRSV/A/England/397/2017,1084,723
1085,hRSV/A/England/397/2017,1085,731
1086,hRSV/A/England/397/2017,1086,745
1087,hRSV/A/England/397/2017,1087,750
1088,hRSV/A/England/397/2017,1088,750
1089,hRSV/A/England/397/2017,1089,753
1090,hRSV/A/England/397/2017,1090,773
1091,hRSV/A/England/397/2017,1091,774
1092,hRSV/A/England/397/2017,1092,774
1093,hRSV/A/England/397/2017,1093,777
1094,hRSV/A/England/397/2017,1094,781
1095,hRSV/A/England/397/2017,1095,784
1096,hRSV/A/England/397/2017,1096,785
1097,hRSV/A/England/397/2017,1097,790
1098,hRSV/A/England/397/2017,1098,791
1099,hRSV/A/England/397/2017,1099,795
1100,hRSV/A/England/397/2017,1100,810
1101,hRSV/A/England/397/2017,1101,811
1102,hRSV/A/England/397/2017,1102,822
1103,hRSV/A/England/397/2017,1103,828
1104,hRSV/A/England/397/2017,1104,833
1105,hRSV/A/England/397/2017,1105,835
1106,hRSV/A/England/397/2017,1106,839
1107,hRSV/A/England/397/2017,1107,837
1108,hRSV/A/England/397/2017,1108,839
1109,hRSV/A/England/397/2017,1109,845
1110,hRSV/A/England/397/2017,1110,845
1111,hRSV/A/England/397/2017,1111,845
1112,hRSV/A/England/397/2017,1112,835
1113,hRSV/A/England/397/2017,1113,835
1114,hRSV/A/England/397/2017,1114,836
1115,hRSV/A/England/397/2017,1115,838
1116,hRSV/A/England/397/2017,1116,838
1117,hRSV/A/England/397/2017,1117,843
1118,hRSV/A/England/397/2017,1118,843
1119,hRSV/A/England/397/2017,1119,852
1120,hRSV/A/England/397/2017,1120,852
1121,hRSV/A/England/397/2017,1121,852
1122,hRSV/A/England/397/2017,1122,866
1123,hRSV/A/England/397/2017,1123,862
1124,hRSV/A/England/397/2017,1124,865
1125,hRSV/A/England/397/2017,1125,865
1126,hRSV/A/England/397/2017,1126,866
1127,hRSV/A/England/397/2017,1127,867
1128,hRSV/A/England/397/2017,1128,865
1129,hRSV/A/England/397/2017,1129,872
1130,hRSV/A/England/397/2017,1130,872
1131,hRSV/A/England/397/2017,1131,875
1132,hRSV/A/England/397/2017,1132,876
1133,hRSV/A/England/397/2017,1133,865
1134,hRSV/A/England/397/2017,1134,868
1135,hRSV/A/England/397/2017,1135,868
1136,hRSV/A/England/397/2017,1136,878
1137,hRSV/A/England/397/2017,1137,881
1138,hRSV/A/England/397/2017,1138,884
1139,hRSV/A/England/397/2017,1139,880
1140,hRSV/A/England/397/2017,1140,876
1141,hRSV/A/England/397/2017,1141,876
1142,hRSV/A/England/397/2017,1142,876
1143,hRSV/A/England/397/2017,1143,861
1144,hRSV/A/England/397/2017,1144,861
1145,hRSV/A/England/397/2017,1145,853
1146,hRSV/A/England/397/2017,1146,864
1147,hRSV/A/England/397/2017,1147,861
1148,hRSV/A/England/397/2017,1148,873
1149,hRSV/A/England/397/2017,1149,874
1150,hRSV/A/England/397/2017,1150,872
1151,hRSV/A/England/397/2017,1151,871
1152,hRSV/A/England/397/2017,1152,864
1153,hRSV/A/England/397/2017,1153,869
1154,hRSV/A/England/397/2017,1154,872
1155,hRSV/A/England/397/2017,1155,854
1156,hRSV/A/England/397/2017,1156,832
1157,hRSV/A/England/397/2017,1157,829
1158,hRSV/A/England/397/2017,1158,836
1159,hRSV/A/England/397/2017,1159,844
1160,hRSV/A/England/397/2017,1160,863
1161,hRSV/A/England/397/2017,1161,867
1162,hRSV/A/England/397/2017,1162,853
1163,hRSV/A/England/397/2017,1163,855
1164,hRSV/A/England/397/2017,1164,859
1165,hRSV/A/England/397/2017,1165,819
1166,hRSV/A/England/397/2017,1166,805
1167,hRSV/A/England/397/2017,1167,812
1168,hRSV/A/England/397/2017,1168,814
1169,hRSV/A/England/397/2017,1169,777
1170,hRSV/A/England/397/2017,1170,773
1171,hRSV/A/England/397/2017,1171,774
1172,hRSV/A/England/397/2017,1172,778
1173,hRSV/A/England/397/2017,1173,852
1174,hRSV/A/England/397/2017,1174,857
1175,hRSV/A/England/397/2017,1175,838
1176,hRSV/A/England/397/2017,1176,838
1177,hRSV/A/England/397/2017,1177,824
1178,hRSV/A/England/397/2017,1178,830
1179,hRSV/A/England/397/2017,1179,832
1180,hRSV/A/England/397/2017,1180,831
1181,hRSV/A/England/397/2017,1181,784
1182,hRSV/A/England/397/2017,1182,757
1183,hRSV/A/England/397/2017,1183,779
1184,hRSV/A/England/397/2017,1184,806
1185,hRSV/A/England/397/2017,1185,797
1186,hRSV/A/England/397/2017,1186,793
1187,hRSV/A/England/397/2017,1187,788
1188,hRSV/A/England/397/2017,1188,796
1189,hRSV/A/England/397/2017,1189,795
1190,hRSV/A/England/397/2017,1190,793
1191,hRSV/A/England/397/2017,1191,802
1192,hRSV/A/England/397/2017,1192,789
1193,hRSV/A/England/397/2017,1193,798
1194,hRSV/A/England/397/2017,1194,797
1195,hRSV/A/England/397/2017,1195,801
1196,hRSV/A/England/397/2017,1196,801
1197,hRSV/A/England/397/2017,1197,800
1198,hRSV/A/England/397/2017,1198,816
1199,hRSV/A/England/397/2017,1199,792
1200,hRSV/A/England/397/2017,1200,789
1201,hRSV/A/England/397/2017,1201,789
1202,hRSV/A/England/397/2017,1202,772
1203,hRSV/A/England/397/2017,1203,775
1204,hRSV/A/England/397/2017,1204,767
1205,hRSV/A/England/397/2017,1205,788
1206,hRSV/A/England/397/2017,1206,803
1207,hRSV/A/England/397/2017,1207,812
1208,hRSV/A/England/397/2017,1208,813
1209,hRSV/A/England/397/2017,1209,808
1210,hRSV/A/England/397/2017,1210,803
1211,hRSV/A/England/397/2017,1211,803
1212,hRSV/A/England/397/2017,1212,808
1213,hRSV/A/England/397/2017,1213,802
1214,hRSV/A/England/397/2017,1214,806
1215,hRSV/A/England/397/2017,1215,798
1216,hRSV/A/England/397/2017,1216,843
1217,hRSV/A/England/397/2017,1217,846
1218,hRSV/A/England/397/2017,1218,902
1219,hRSV/A/England/397/2017,1219,904
1220,hRSV/A/England/397/2017,1220,909
1221,hRSV/A/England/397/2017,1221,909
1222,hRSV/A/England/397/2017,1222,908
1223,hRSV/A/England/397/2017,1223,908
1224,hRSV/A/England/397/2017,1224,900
1225,hRSV/A/England/397/2017,1225,889
1226,hRSV/A/England/397/2017,1226,881
1227,hRSV/A/England/397/2017,1227,855
1228,hRSV/A/England/397/2017,1228,871
1229,hRSV/A/England/397/2017,1229,868
1230,hRSV/A/England/397/2017,1230,872
1231,hRSV/A/England/397/2017,1231,884
1232,hRSV/A/England/397/2017,1232,883
1233,hRSV/A/England/397/2017,1233,883
1234,hRSV/A/England/397/2017,1234,892
1235,hRSV/A/England/397/2017,1235,890
1236,hRSV/A/England/397/2017,1236,890
1237,hRSV/A/England/397/2017,1237,879
1238,hRSV/A/England/397/2017,1238,883
1239,hRSV/A/England/397/2017,1239,906
1240,hRSV/A/England/397/2017,1240,911
1241,hRSV/A/England/397/2017,1241,940
1242,hRSV/A/England/397/2017,1242,938
1243,hRSV/A/England/397/2017,1243,941
1244,hRSV/A/England/397/2017,1244,967
